ÀÏÀÚ,¼Û±Ý,,ÇöÂû,,T/C»ç½Ç¶§,¸Å¸Å±âÁØÀ²,ÇÑ±¹ÀºÇà±âÁØÀ²,´ë¹ÌÈ¯»êÀ²
,º¸³»½Ç¶§,¹ÞÀ¸½Ç¶§,»ç½Ç¶§,ÆÄ½Ç¶§,,(ÀüÀÏ´ëºñ),,
2016.08.05,"1,249.46","1,224.72","1,261.46","1,212.72","1,255.64/td>","1,237.09","1,239.66",1.1100
,,,,,,ÇÏ¶ô-4.02,,
2016.08.04,"1,253.52","1,228.70","1,265.55","1,216.67","1,259.72/td>","1,241.11","1,242.00",1.1100
,,,,,,ÇÏ¶ô-10.49,,
2016.08.03,"1,264.11","1,239.09","1,276.25","1,226.95","1,270.37/td>","1,251.60","1,244.24",1.1200
,,,,,,»ó½Â9.07,,
2016.08.02,"1,254.95","1,230.11","1,267.00","1,218.06","1,261.16/td>","1,242.53","1,240.21",1.1100
,,,,,,»ó½Â7.12,,
2016.08.01,"1,247.76","1,223.06","1,259.74","1,211.08","1,253.94/td>","1,235.41","1,253.83",1.1100
,,,,,,ÇÏ¶ô-10.55,,
2016.07.29,"1,258.41","1,233.51","1,270.50","1,221.42","1,264.64/td>","1,245.96","1,246.71",1.1000
,,,,,,ÇÏ¶ô-4.69,,
2016.07.28,"1,263.15","1,238.15","1,275.28","1,226.02","1,269.40/td>","1,250.65","1,254.60",1.1100
,,,,,,»ó½Â1.83,,
2016.07.27,"1,261.30","1,236.34","1,273.42","1,224.22","1,267.55/td>","1,248.82","1,250.93",1.0900
,,,,,,ÇÏ¶ô-1.78,,
2016.07.26,"1,263.10","1,238.10","1,275.23","1,225.97","1,269.35/td>","1,250.60","1,249.57",1.1000
,,,,,,ÇÏ¶ô-0.59,,
2016.07.25,"1,263.70","1,238.68","1,275.83","1,226.55","1,269.95/td>","1,251.19","1,244.75",1.0900
,,,,,,ÇÏ¶ô-4.14,,
2016.07.22,"1,267.88","1,242.78","1,280.06","1,230.60","1,274.15/td>","1,255.33","1,257.47",1.1000
,,,,,,»ó½Â2.47,,
2016.07.21,"1,265.38","1,240.34","1,277.54","1,228.18","1,271.65/td>","1,252.86","1,256.31",1.1000
,,,,,,ÇÏ¶ô-3.91,,
2016.07.20,"1,269.33","1,244.21","1,281.52","1,232.02","1,275.62/td>","1,256.77","1,254.46",1.1000
,,,,,,ÇÏ¶ô-4.66,,
2016.07.19,"1,274.04","1,248.82","1,286.28","1,236.58","1,280.35/td>","1,261.43","1,258.57",1.1000
,,,,,,»ó½Â4.37,,
2016.07.18,"1,269.63","1,244.49","1,281.82","1,232.30","1,275.91/td>","1,257.06","1,252.43",1.1000
,,,,,,ÇÏ¶ô-7.45,,
2016.07.15,"1,277.15","1,251.87","1,289.42","1,239.60","1,283.47/td>","1,264.51","1,268.77",1.1100
,,,,,,»ó½Â1.08,,
2016.07.14,"1,276.06","1,250.80","1,288.31","1,238.55","1,282.38/td>","1,263.43","1,271.67",1.1100
,,,,,,ÇÏ¶ô-5.91,,
2016.07.13,"1,282.03","1,256.65","1,294.34","1,244.34","1,288.38/td>","1,269.34","1,271.41",1.1000
,,,,,,ÇÏ¶ô-6.22,,
2016.07.12,"1,288.31","1,262.81","1,300.68","1,250.44","1,294.69/td>","1,275.56","1,269.52",1.1100
,,,,,,»ó½Â8.33,,
2016.07.11,"1,279.90","1,254.56","1,292.19","1,242.27","1,286.23/td>","1,267.23","1,280.74",1.1000
,,,,,,ÇÏ¶ô-16.36,,
2016.07.08,"1,296.42","1,270.76","1,308.87","1,258.31","1,302.84/td>","1,283.59","1,279.08",1.1000
,,,,,,»ó½Â2.60,,
2016.07.07,"1,293.79","1,268.19","1,306.22","1,255.76","1,300.20/td>","1,280.99","1,293.22",1.1000
,,,,,,ÇÏ¶ô-6.92,,
2016.07.06,"1,300.78","1,275.04","1,313.28","1,262.54","1,307.22/td>","1,287.91","1,275.51",1.1000
,,,,,,ÇÏ¶ô-1.31,,
2016.07.05,"1,302.11","1,276.33","1,314.61","1,263.83","1,308.55/td>","1,289.22","1,279.96",1.1100
,,,,,,»ó½Â13.48,,
2016.07.04,"1,288.49","1,262.99","1,300.87","1,250.61","1,294.87/td>","1,275.74","1,277.45",1.1100
,,,,,,»ó½Â1.44,,
2016.07.01,"1,287.04","1,261.56","1,299.40","1,249.20","1,293.41/td>","1,274.30","1,279.96",1.1100
,,,,,,ÇÏ¶ô-2.70,,
2016.06.30,"1,289.77","1,264.23","1,302.15","1,251.85","1,296.15/td>","1,277.00","1,295.50",1.1100
,,,,,,ÇÏ¶ô-3.75,,
2016.06.29,"1,293.55","1,267.95","1,305.98","1,255.52","1,299.96/td>","1,280.75","1,302.13",1.1000
,,,,,,ÇÏ¶ô-16.70,,
2016.06.28,"1,310.42","1,284.48","1,323.00","1,271.90","1,316.91/td>","1,297.45","1,303.23",1.1000
,,,,,,ÇÏ¶ô-6.53,,
2016.06.27,"1,317.01","1,290.95","1,329.66","1,278.30","1,323.53/td>","1,303.98","1,292.65",1.1000
,,,,,,ÇÏ¶ô-3.73,,
2016.06.24,"1,320.78","1,294.64","1,333.47","1,281.95","1,327.32/td>","1,307.71","1,307.25",1.1100
,,,,,,»ó½Â2.01,,
2016.06.23,"1,318.75","1,292.65","1,331.42","1,279.98","1,325.28/td>","1,305.70","1,310.16",1.1300
,,,,,,»ó½Â3.88,,
2016.06.22,"1,314.83","1,288.81","1,327.46","1,276.18","1,321.34/td>","1,301.82","1,303.73",1.1200
,,,,,,ÇÏ¶ô-5.57,,
2016.06.21,"1,320.46","1,294.32","1,333.14","1,281.64","1,327.00/td>","1,307.39","1,316.16",1.1300
,,,,,,ÇÏ¶ô-9.88,,
2016.06.20,"1,330.44","1,304.10","1,343.22","1,291.32","1,337.02/td>","1,317.27","1,326.87",1.1300
,,,,,,ÇÏ¶ô-3.50,,
2016.06.17,"1,333.97","1,307.57","1,346.78","1,294.76","1,340.58/td>","1,320.77","1,314.72",1.1200
,,,,,,ÇÏ¶ô-1.27,,
2016.06.16,"1,335.26","1,308.82","1,348.08","1,296.00","1,341.87/td>","1,322.04","1,324.87",1.1200
,,,,,,»ó½Â4.22,,
2016.06.15,"1,330.99","1,304.65","1,343.78","1,291.86","1,337.58/td>","1,317.82","1,314.26",1.1200
,,,,,,ÇÏ¶ô-7.82,,
2016.06.14,"1,338.89","1,312.39","1,351.75","1,299.53","1,345.52/td>","1,325.64","1,324.62",1.1200
,,,,,,»ó½Â2.22,,
2016.06.13,"1,336.65","1,310.19","1,349.49","1,297.35","1,343.27/td>","1,323.42","1,308.14",1.1200
,,,,,,»ó½Â3.56,,
2016.06.10,"1,333.05","1,306.67","1,346.25","1,293.47","1,339.65/td>","1,319.86","1,307.61",1.1300
,,,,,,»ó½Â2.65,,
2016.06.09,"1,330.38","1,304.04","1,343.55","1,290.87","1,336.96/td>","1,317.21","1,318.06",1.1300
,,,,,,»ó½Â0.90,,
2016.06.08,"1,329.47","1,303.15","1,342.63","1,289.99","1,336.05/td>","1,316.31","1,320.99",1.1300
,,,,,,ÇÏ¶ô-0.89,,
2016.06.07,"1,330.37","1,304.03","1,343.54","1,290.86","1,336.95/td>","1,317.20","1,347.39",1.1300
,,,,,,ÇÏ¶ô-4.55,,
2016.06.03,"1,334.96","1,308.54","1,348.18","1,295.32","1,341.57/td>","1,321.75","1,326.64",1.1100
,,,,,,ÇÏ¶ô-11.15,,
2016.06.02,"1,346.22","1,319.58","1,359.55","1,306.25","1,352.89/td>","1,332.90","1,333.77",1.1200
,,,,,,»ó½Â2.07,,
2016.06.01,"1,344.13","1,317.53","1,357.44","1,304.22","1,350.79/td>","1,330.83","1,325.21",1.1100
,,,,,,»ó½Â6.85,,
2016.05.31,"1,337.21","1,310.75","1,350.45","1,297.51","1,343.83/td>","1,323.98","1,326.80",1.1100
,,,,,,ÇÏ¶ô-2.64,,
2016.05.30,"1,339.88","1,313.36","1,353.15","1,300.09","1,346.51/td>","1,326.62","1,310.20",1.1100
,,,,,,»ó½Â6.47,,
2016.05.27,"1,333.35","1,306.95","1,346.55","1,293.75","1,339.95/td>","1,320.15","1,321.89",1.1100
,,,,,,ÇÏ¶ô-1.41,,
2016.05.26,"1,334.77","1,308.35","1,347.99","1,295.13","1,341.38/td>","1,321.56","1,322.64",1.1100
,,,,,,»ó½Â3.11,,
2016.05.25,"1,331.63","1,305.27","1,344.81","1,292.09","1,338.22/td>","1,318.45","1,324.10",1.1100
,,,,,,ÇÏ¶ô-14.21,,
2016.05.24,"1,345.98","1,319.34","1,359.31","1,306.01","1,352.64/td>","1,332.66","1,326.91",1.1100
,,,,,,»ó½Â5.07,,
2016.05.23,"1,340.86","1,314.32","1,354.14","1,301.04","1,347.50/td>","1,327.59","1,333.27",1.1200
,,,,,,ÇÏ¶ô-10.43,,
2016.05.20,"1,351.40","1,324.64","1,364.78","1,311.26","1,358.09/td>","1,338.02","1,333.93",1.1200
,,,,,,»ó½Â2.60,,
2016.05.19,"1,348.77","1,322.07","1,362.12","1,308.72","1,355.45/td>","1,335.42","1,325.38",1.1200
,,,,,,»ó½Â1.52,,
2016.05.18,"1,347.23","1,320.57","1,360.57","1,307.23","1,353.90/td>","1,333.90","1,327.35",1.1200
,,,,,,»ó½Â3.19,,
2016.05.17,"1,344.01","1,317.41","1,357.32","1,304.10","1,350.67/td>","1,330.71","1,333.64",1.1300
,,,,,,ÇÏ¶ô-1.53,,
2016.05.16,"1,345.56","1,318.92","1,358.88","1,305.60","1,352.22/td>","1,332.24","1,323.29",1.1300
,,,,,,»ó½Â1.67,,
2016.05.13,"1,343.87","1,317.27","1,357.18","1,303.96","1,350.52/td>","1,330.57","1,324.63",1.1300
,,,,,,ÇÏ¶ô-0.63,,
2016.05.12,"1,344.51","1,317.89","1,357.82","1,304.58","1,351.16/td>","1,331.20","1,334.38",1.1400
,,,,,,ÇÏ¶ô-1.08,,
2016.05.11,"1,345.60","1,318.96","1,358.92","1,305.64","1,352.26/td>","1,332.28","1,335.01",1.1300
,,,,,,ÇÏ¶ô-1.94,,
2016.05.10,"1,347.56","1,320.88","1,360.90","1,307.54","1,354.23/td>","1,334.22","1,325.95",1.1300
,,,,,,»ó½Â2.04,,
2016.05.09,"1,345.50","1,318.86","1,358.82","1,305.54","1,352.16/td>","1,332.18","1,314.76",1.1300
,,,,,,»ó½Â2.67,,
2016.05.04,"1,342.80","1,316.22","1,356.10","1,302.92","1,349.45/td>","1,329.51","1,308.01",1.1400
,,,,,,»ó½Â6.41,,
2016.05.03,"1,336.33","1,309.87","1,349.56","1,296.64","1,342.94/td>","1,323.10","1,314.94",1.1500
,,,,,,»ó½Â15.30,,
2016.05.02,"1,320.87","1,294.73","1,333.95","1,281.65","1,327.41/td>","1,307.80","1,304.03",1.1400
,,,,,,»ó½Â8.88,,
2016.04.29,"1,311.90","1,285.94","1,324.89","1,272.95","1,318.40/td>","1,298.92","1,298.38",1.1300
,,,,,,»ó½Â4.10,,
2016.04.28,"1,307.76","1,281.88","1,320.71","1,268.93","1,314.24/td>","1,294.82","1,297.96",1.1300
,,,,,,ÇÏ¶ô-5.96,,
2016.04.27,"1,313.78","1,287.78","1,326.79","1,274.77","1,320.29/td>","1,300.78","1,298.82",1.1300
,,,,,,»ó½Â3.21,,
2016.04.26,"1,310.54","1,284.60","1,323.52","1,271.62","1,317.03/td>","1,297.57","1,295.31",1.1200
,,,,,,»ó½Â4.03,,
2016.04.25,"1,306.47","1,280.61","1,319.41","1,267.67","1,312.94/td>","1,293.54","1,281.68",1.1200
,,,,,,»ó½Â2.66,,
2016.04.22,"1,303.78","1,277.98","1,316.69","1,265.07","1,310.24/td>","1,290.88","1,281.19",1.1200
,,,,,,»ó½Â9.01,,
2016.04.21,"1,294.68","1,269.06","1,307.50","1,256.24","1,301.09/td>","1,281.87","1,279.61",1.1200
,,,,,,ÇÏ¶ô-5.56,,
2016.04.20,"1,300.30","1,274.56","1,313.17","1,261.69","1,306.74/td>","1,287.43","1,295.49",1.1300
,,,,,,»ó½Â4.08,,
2016.04.19,"1,296.18","1,270.52","1,309.01","1,257.69","1,302.60/td>","1,283.35","1,301.84",1.1300
,,,,,,ÇÏ¶ô-14.79,,
2016.04.18,"1,311.12","1,285.16","1,324.10","1,272.18","1,317.61/td>","1,298.14","1,299.08",1.1300
,,,,,,»ó½Â5.26,,
2016.04.15,"1,305.80","1,279.96","1,318.73","1,267.03","1,312.27/td>","1,292.88","1,299.31",1.1200
,,,,,,ÇÏ¶ô-7.44,,
2016.04.14,"1,313.32","1,287.32","1,326.32","1,274.32","1,319.82/td>","1,300.32","1,290.94",1.1200
,,,,,,ÇÏ¶ô-8.64,,
2016.04.12,"1,322.04","1,295.88","1,335.13","1,282.79","1,328.59/td>","1,308.96","1,311.64",1.1400
,,,,,,»ó½Â1.84,,
2016.04.11,"1,320.19","1,294.05","1,333.26","1,280.98","1,326.72/td>","1,307.12","1,319.22",1.1300
,,,,,,ÇÏ¶ô-6.38,,
2016.04.08,"1,326.63","1,300.37","1,339.77","1,287.23","1,333.20/td>","1,313.50","1,313.01",1.1300
,,,,,,»ó½Â0.24,,
2016.04.07,"1,326.39","1,300.13","1,339.52","1,287.00","1,332.95/td>","1,313.26","1,317.26",1.1300
,,,,,,ÇÏ¶ô-2.77,,
2016.04.06,"1,329.19","1,302.87","1,342.35","1,289.71","1,335.77/td>","1,316.03","1,314.74",1.1300
,,,,,,ÇÏ¶ô-2.77,,
2016.04.05,"1,331.98","1,305.62","1,345.17","1,292.43","1,338.58/td>","1,318.80","1,307.23",1.1300
,,,,,,»ó½Â9.88,,
2016.04.04,"1,322.00","1,295.84","1,335.09","1,282.75","1,328.55/td>","1,308.92","1,308.94",1.1300
,,,,,,ÇÏ¶ô-4.24,,
2016.04.01,"1,326.29","1,300.03","1,339.42","1,286.90","1,332.85/td>","1,313.16","1,302.15",1.1300
,,,,,,»ó½Â18.45,,
2016.03.31,"1,307.65","1,281.77","1,320.60","1,268.82","1,314.13/td>","1,294.71","1,307.43",1.1300
,,,,,,ÇÏ¶ô-4.38,,
2016.03.30,"1,312.08","1,286.10","1,325.07","1,273.11","1,318.57/td>","1,299.09","1,312.91",1.1300
,,,,,,ÇÏ¶ô-4.06,,
2016.03.29,"1,316.18","1,290.12","1,329.21","1,277.09","1,322.69/td>","1,303.15","1,310.01",1.1100
,,,,,,»ó½Â0.84,,
2016.03.28,"1,315.33","1,289.29","1,328.35","1,276.27","1,321.84/td>","1,302.31","1,304.99",1.1100
,,,,,,ÇÏ¶ô-4.11,,
2016.03.25,"1,319.48","1,293.36","1,332.54","1,280.30","1,326.01/td>","1,306.42","1,304.70",1.1100
,,,,,,»ó½Â1.76,,
2016.03.24,"1,317.70","1,291.62","1,330.75","1,278.57","1,324.22/td>","1,304.66","1,295.54",1.1100
,,,,,,»ó½Â3.57,,
2016.03.23,"1,314.10","1,288.08","1,327.11","1,275.07","1,320.60/td>","1,301.09","1,300.84",1.1100
,,,,,,»ó½Â3.13,,
2016.03.22,"1,310.93","1,284.99","1,323.91","1,272.01","1,317.42/td>","1,297.96","1,309.74",1.1100
,,,,,,ÇÏ¶ô-8.16,,
2016.03.21,"1,319.18","1,293.06","1,332.24","1,280.00","1,325.71/td>","1,306.12","1,308.84",1.1200
,,,,,,ÇÏ¶ô-4.23,,
2016.03.18,"1,323.45","1,297.25","1,336.55","1,284.15","1,330.00/td>","1,310.35","1,329.30",1.1200
,,,,,,ÇÏ¶ô-10.00,,
2016.03.17,"1,333.55","1,307.15","1,346.75","1,293.95","1,340.15/td>","1,320.35","1,338.15",1.1200
,,,,,,ÇÏ¶ô-3.44,,
2016.03.16,"1,337.02","1,310.56","1,350.26","1,297.32","1,343.64/td>","1,323.79","1,321.20",1.1000
,,,,,,»ó½Â0.58,,
2016.03.15,"1,336.44","1,309.98","1,349.67","1,296.75","1,343.05/td>","1,323.21","1,317.19",1.1100
,,,,,,»ó½Â3.30,,
2016.03.14,"1,333.10","1,306.72","1,346.30","1,293.52","1,339.70/td>","1,319.91","1,339.91",1.1100
,,,,,,ÇÏ¶ô-7.58,,
2016.03.11,"1,340.76","1,314.22","1,354.03","1,300.95","1,347.40/td>","1,327.49","1,351.20",1.1100
,,,,,,»ó½Â9.21,,
2016.03.10,"1,331.46","1,305.10","1,344.64","1,291.92","1,338.05/td>","1,318.28","1,335.95",1.0900
,,,,,,ÇÏ¶ô-14.94,,
2016.03.09,"1,346.55","1,319.89","1,359.88","1,306.56","1,353.21/td>","1,333.22","1,326.32",1.0900
,,,,,,»ó½Â1.02,,
2016.03.08,"1,345.52","1,318.88","1,358.84","1,305.56","1,352.18/td>","1,332.20","1,322.33",1.1000
,,,,,,»ó½Â11.75,,
2016.03.07,"1,333.65","1,307.25","1,346.85","1,294.05","1,340.25/td>","1,320.45","1,328.99",1.0900
,,,,,,»ó½Â0.84,,
2016.03.04,"1,332.80","1,306.42","1,346.00","1,293.22","1,339.40/td>","1,319.61","1,334.51",1.0900
,,,,,,ÇÏ¶ô-1.52,,
2016.03.03,"1,334.34","1,307.92","1,347.55","1,294.71","1,340.94/td>","1,321.13","1,340.01",1.0800
,,,,,,ÇÏ¶ô-12.23,,
2016.03.02,"1,346.69","1,320.03","1,360.02","1,306.70","1,353.36/td>","1,333.36","1,348.73",1.0800
,,,,,,ÇÏ¶ô-17.70,,
2016.02.29,"1,364.57","1,337.55","1,378.08","1,324.04","1,371.32/td>","1,351.06","1,348.32",1.0900
,,,,,,ÇÏ¶ô-11.93,,
2016.02.26,"1,376.61","1,349.37","1,390.24","1,335.74","1,383.43/td>","1,362.99","1,362.68",1.1000
,,,,,,ÇÏ¶ô-4.34,,
2016.02.25,"1,381.00","1,353.66","1,394.67","1,339.99","1,387.83/td>","1,367.33","1,360.44",1.1000
,,,,,,»ó½Â9.38,,
2016.02.24,"1,371.52","1,344.38","1,385.10","1,330.80","1,378.31/td>","1,357.95","1,355.51",1.1000
,,,,,,ÇÏ¶ô-1.32,,
2016.02.23,"1,372.86","1,345.68","1,386.45","1,332.09","1,379.65/td>","1,359.27","1,360.03",1.1000
,,,,,,ÇÏ¶ô-6.65,,
2016.02.22,"1,379.57","1,352.27","1,393.23","1,338.61","1,386.40/td>","1,365.92","1,372.34",1.1000
,,,,,,ÇÏ¶ô-5.42,,
2016.02.19,"1,385.05","1,357.63","1,398.76","1,343.92","1,391.91/td>","1,371.34","1,361.45",1.1100
,,,,,,»ó½Â2.11,,
2016.02.18,"1,382.92","1,355.54","1,396.61","1,341.85","1,389.76/td>","1,369.23","1,363.32",1.1100
,,,,,,ÇÏ¶ô-0.59,,
2016.02.17,"1,383.51","1,356.13","1,397.21","1,342.43","1,390.36/td>","1,369.82","1,355.72",1.1100
,,,,,,»ó½Â11.66,,
2016.02.16,"1,371.74","1,344.58","1,385.32","1,331.00","1,378.53/td>","1,358.16","1,351.22",1.1100
,,,,,,»ó½Â2.51,,
2016.02.15,"1,369.20","1,342.10","1,382.76","1,328.54","1,375.98/td>","1,355.65","1,355.20",1.1200
,,,,,,ÇÏ¶ô-7.38,,
2016.02.12,"1,376.66","1,349.40","1,390.29","1,335.77","1,383.47/td>","1,363.03","1,354.64",1.1200
,,,,,,»ó½Â1.23,,
2016.02.11,"1,375.41","1,348.19","1,389.03","1,334.57","1,382.22/td>","1,361.80","1,348.31",1.1300
,,,,,,»ó½Â21.08,,
2016.02.05,"1,354.12","1,327.32","1,367.53","1,313.91","1,360.83/td>","1,340.72","1,347.51",1.1100
,,,,,,»ó½Â6.86,,
2016.02.04,"1,347.19","1,320.53","1,360.53","1,307.19","1,353.86/td>","1,333.86","1,349.38",1.1100
,,,,,,»ó½Â5.73,,
2016.02.03,"1,341.41","1,314.85","1,354.69","1,301.57","1,348.05/td>","1,328.13","1,314.51",1.0900
,,,,,,»ó½Â9.59,,
2016.02.02,"1,331.72","1,305.36","1,344.91","1,292.17","1,338.31/td>","1,318.54","1,311.88",1.0900
,,,,,,»ó½Â12.62,,
2016.02.01,"1,318.97","1,292.87","1,332.03","1,279.81","1,325.50/td>","1,305.92","1,305.35",1.0800
,,,,,,ÇÏ¶ô-7.18,,
2016.01.29,"1,326.23","1,299.97","1,339.36","1,286.84","1,332.79/td>","1,313.10","1,322.17",1.0800
,,,,,,ÇÏ¶ô-3.20,,
2016.01.28,"1,329.46","1,303.14","1,342.62","1,289.98","1,336.04/td>","1,316.30","1,309.15",1.0900
,,,,,,»ó½Â10.26,,
2016.01.27,"1,319.10","1,292.98","1,332.16","1,279.92","1,325.63/td>","1,306.04","1,305.92",1.0800
,,,,,,ÇÏ¶ô-1.32,,
2016.01.26,"1,320.43","1,294.29","1,333.50","1,281.22","1,326.97/td>","1,307.36","1,296.22",1.0800
,,,,,,»ó½Â10.65,,
2016.01.25,"1,309.67","1,283.75","1,322.64","1,270.78","1,316.16/td>","1,296.71","1,298.85",1.0800
,,,,,,ÇÏ¶ô-3.43,,
2016.01.22,"1,313.14","1,287.14","1,326.14","1,274.14","1,319.64/td>","1,300.14","1,315.28",1.0800
,,,,,,ÇÏ¶ô-22.70,,
2016.01.21,"1,336.06","1,309.62","1,349.29","1,296.39","1,342.68/td>","1,322.84","1,319.31",1.0900
,,,,,,ÇÏ¶ô-9.90,,
2016.01.20,"1,346.06","1,319.42","1,359.39","1,306.09","1,352.73/td>","1,332.74","1,320.30",1.0900
,,,,,,»ó½Â20.19,,
2016.01.19,"1,325.67","1,299.43","1,338.80","1,286.30","1,332.23/td>","1,312.55","1,320.47",1.0800
,,,,,,ÇÏ¶ô-5.93,,
2016.01.18,"1,331.66","1,305.30","1,344.84","1,292.12","1,338.25/td>","1,318.48","1,322.23",1.0800
,,,,,,ÇÏ¶ô-4.83,,
2016.01.15,"1,336.54","1,310.08","1,349.77","1,296.85","1,343.15/td>","1,323.31","1,317.23",1.0800
,,,,,,ÇÏ¶ô-1.78,,
2016.01.14,"1,338.34","1,311.84","1,351.59","1,298.59","1,344.96/td>","1,325.09","1,313.65",1.0900
,,,,,,»ó½Â22.00,,
2016.01.13,"1,316.12","1,290.06","1,329.15","1,277.03","1,322.63/td>","1,303.09","1,311.28",1.0800
,,,,,,ÇÏ¶ô-15.45,,
2016.01.12,"1,331.72","1,305.36","1,344.91","1,292.17","1,338.31/td>","1,318.54","1,312.54",1.0800
,,,,,,»ó½Â6.23,,
2016.01.11,"1,325.43","1,299.19","1,338.55","1,286.07","1,331.99/td>","1,312.31","1,311.87",1.0800
,,,,,,»ó½Â7.92,,
2016.01.08,"1,317.43","1,291.35","1,330.47","1,278.31","1,323.95/td>","1,304.39","1,310.37",1.0800
,,,,,,»ó½Â10.19,,
2016.01.07,"1,307.14","1,281.26","1,320.08","1,268.32","1,313.61/td>","1,294.20","1,286.61",1.0700
,,,,,,»ó½Â6.84,,
2016.01.06,"1,300.23","1,274.49","1,313.10","1,261.62","1,306.67/td>","1,287.36","1,277.37",1.0700
,,,,,,»ó½Â4.49,,
2016.01.05,"1,295.69","1,270.05","1,308.52","1,257.22","1,302.11/td>","1,282.87","1,282.36",1.0700
,,,,,,ÇÏ¶ô-16.70,,
2016.01.04,"1,312.56","1,286.58","1,325.56","1,273.58","1,319.06/td>","1,299.57","1,272.26",1.0900
